Order ID,Order Date,Customer ID,Product ID,Warehouse ID,Quantity,Shipping Method,Shipping Status,Delivery Date,Delivery Time,Unit Price,Revenue
O-00356,4/24/2025,C083,P001,W3,84,Ground,Pending,,,,0
O-00357,2/19/2025,C008,P015,W2,1,Ground,Delivered,2/24/2025,5,,0
O-00358,5/18/2025,C054,P010,W2,100,Freight,In Transit,,,,0
O-00359,1/19/2025,C006,P014,W1,87,Freight,Delivered,1/26/2025,7,,0
O-00360,4/27/2025,C037,P007,W3,8,Air,In Transit,,,,0
O-00361,5/24/2025,C073,P007,W3,62,Freight,Delivered,5/29/2025,5,,0
O-00362,1/14/2025,C020,P014,W3,87,Air,Pending,,,,0
O-00363,3/3/2025,C081,P004,W1,13,Ground,Pending,,,,0
O-00364,5/4/2025,C042,P001,W1,4,Freight,Pending,,,,0
O-00365,2/9/2025,C060,P014,W1,25,Ground,Delivered,2/13/2025,4,,0
O-00366,2/8/2025,C030,P005,W3,73,Freight,Delivered,2/12/2025,4,,0
O-00367,6/13/2025,C078,P011,W3,35,Freight,Pending,,,,0
O-00368,5/25/2025,C095,P015,W1,13,Air,Delivered,5/28/2025,3,,0
O-00369,5/31/2025,C030,P009,W1,1,Ground,In Transit,,,,0
O-00370,1/22/2025,C011,P011,W3,11,Freight,Pending,,,,0
O-00371,2/7/2025,C059,P003,W3,60,Ground,Pending,,,,0
O-00372,3/30/2025,C004,P006,W2,98,Air,Pending,,,,0
O-00373,2/8/2025,C093,P013,W3,4,Freight,Delivered,2/13/2025,5,,0
O-00374,2/18/2025,C083,P002,W1,10,Ground,Delivered,2/25/2025,7,,0
O-00375,2/23/2025,C061,P002,W1,25,Ground,Pending,,,,0
O-00376,2/12/2025,C015,P004,W1,4,Ground,Delivered,2/16/2025,4,,0
O-00377,1/29/2025,C006,P008,W3,15,Air,Pending,,,,0
O-00378,4/24/2025,C096,P013,W1,79,Air,Pending,,,,0
O-00379,2/11/2025,C023,P015,W3,48,Ground,Pending,,,,0
O-00380,5/13/2025,C062,P001,W3,14,Ground,Delivered,5/18/2025,5,,0
O-00381,3/1/2025,C036,P003,W2,22,Air,Pending,,,,0
O-00382,6/29/2025,C100,P015,W1,95,Air,Pending,,,,0
O-00383,4/4/2025,C081,P010,W2,11,Air,Pending,,,,0
O-00384,3/21/2025,C067,P007,W2,34,Air,Pending,,,,0
O-00385,1/31/2025,C059,P014,W2,72,Freight,Pending,,,,0
O-00386,4/14/2025,C001,P008,W2,71,Ground,Pending,,,,0
O-00387,3/28/2025,C050,P009,W3,41,Air,In Transit,,,,0
O-00388,5/14/2025,C045,P013,W2,97,Air,Pending,,,,0
O-00389,2/19/2025,C055,P002,W1,33,Ground,Delivered,2/26/2025,7,,0
O-00390,6/7/2025,C056,P011,W2,66,Air,Delivered,6/11/2025,4,,0
O-00391,6/17/2025,C004,P010,W3,7,Freight,Delivered,6/21/2025,4,,0
O-00392,6/13/2025,C019,P014,W2,62,Air,In Transit,,,,0
O-00393,5/3/2025,C008,P006,W2,24,Air,In Transit,,,,0
O-00394,4/2/2025,C052,P013,W2,78,Ground,Pending,,,,0
O-00395,2/23/2025,C046,P002,W3,53,Air,Delivered,3/2/2025,7,,0
O-00396,3/6/2025,C025,P005,W2,25,Ground,Delivered,3/8/2025,2,,0
O-00397,6/25/2025,C047,P013,W1,49,Air,In Transit,,,,0
O-00398,2/8/2025,C004,P012,W3,58,Ground,Delivered,2/15/2025,7,,0
O-00399,1/16/2025,C051,P001,W1,39,Ground,Pending,,,,0
O-00400,1/13/2025,C059,P012,W2,65,Freight,Delivered,1/20/2025,7,,0
O-00401,3/22/2025,C088,P003,W1,72,Air,In Transit,,,,0
O-00402,6/6/2025,C028,P006,W3,35,Ground,Delivered,6/9/2025,3,,0
O-00403,2/21/2025,C080,P015,W2,23,Air,In Transit,,,,0
O-00404,4/23/2025,C035,P005,W2,76,Freight,In Transit,,,,0
O-00405,1/30/2025,C015,P006,W2,25,Freight,Pending,,,,0
O-00406,3/12/2025,C079,P001,W2,57,Freight,Pending,,,,0
O-00407,5/6/2025,C004,P011,W1,34,Freight,Delivered,5/12/2025,6,,0
O-00408,2/24/2025,C056,P004,W3,58,Ground,Pending,,,,0
O-00409,5/7/2025,C029,P009,W3,73,Ground,Delivered,5/11/2025,4,,0
O-00410,2/4/2025,C084,P005,W3,57,Ground,In Transit,,,,0
O-00411,3/22/2025,C018,P006,W3,99,Freight,In Transit,,,,0
O-00412,4/2/2025,C100,P008,W2,62,Ground,Delivered,4/7/2025,5,,0
O-00413,6/20/2025,C050,P012,W1,7,Freight,In Transit,,,,0
O-00414,3/5/2025,C022,P010,W2,21,Freight,In Transit,,,,0
O-00415,3/23/2025,C012,P011,W2,100,Air,Pending,,,,0
O-00416,5/31/2025,C017,P006,W2,84,Air,Delivered,6/2/2025,2,,0
O-00417,1/18/2025,C054,P013,W3,70,Air,In Transit,,,,0
O-00418,3/3/2025,C026,P015,W1,88,Air,Pending,,,,0
O-00419,3/17/2025,C002,P011,W1,30,Freight,Delivered,3/23/2025,6,,0
O-00420,4/26/2025,C024,P014,W2,22,Ground,Delivered,4/28/2025,2,,0
O-00421,3/6/2025,C063,P013,W1,23,Air,In Transit,,,,0
O-00422,2/9/2025,C049,P001,W3,38,Freight,In Transit,,,,0
O-00423,1/20/2025,C040,P011,W1,31,Air,Pending,,,,0
O-00424,5/11/2025,C049,P008,W3,94,Ground,In Transit,,,,0
O-00425,1/22/2025,C005,P007,W3,31,Freight,Delivered,1/25/2025,3,,0
O-00426,4/7/2025,C073,P011,W3,15,Ground,In Transit,,,,0
O-00427,1/22/2025,C032,P011,W1,41,Freight,Delivered,1/25/2025,3,,0
O-00428,2/9/2025,C086,P015,W3,86,Freight,In Transit,,,,0
O-00429,6/4/2025,C092,P006,W1,42,Ground,Pending,,,,0
O-00430,4/7/2025,C068,P006,W3,61,Freight,Delivered,4/9/2025,2,,0
O-00431,5/29/2025,C084,P002,W2,98,Air,In Transit,,,,0
O-00432,1/16/2025,C053,P009,W1,18,Ground,Delivered,1/22/2025,6,,0
O-00433,1/23/2025,C009,P005,W3,22,Ground,Pending,,,,0
O-00434,2/10/2025,C002,P008,W2,76,Freight,In Transit,,,,0
O-00435,3/12/2025,C066,P004,W3,37,Air,Delivered,3/18/2025,6,,0
O-00436,4/11/2025,C050,P014,W2,8,Air,Pending,,,,0
O-00437,5/27/2025,C002,P008,W3,15,Ground,In Transit,,,,0
O-00438,1/26/2025,C024,P003,W1,66,Air,Delivered,2/1/2025,6,,0
O-00439,5/13/2025,C075,P012,W3,66,Ground,Delivered,5/16/2025,3,,0
O-00440,4/28/2025,C030,P004,W1,1,Freight,Pending,,,,0
O-00441,3/13/2025,C001,P010,W1,54,Freight,Pending,,,,0
O-00442,1/18/2025,C080,P002,W3,52,Ground,Pending,,,,0
O-00443,3/24/2025,C021,P009,W1,72,Air,Pending,,,,0
O-00444,1/2/2025,C016,P005,W2,5,Air,Pending,,,,0
O-00445,6/22/2025,C082,P006,W3,22,Freight,In Transit,,,,0
O-00446,4/22/2025,C071,P010,W1,66,Freight,Delivered,4/28/2025,6,,0
O-00447,5/18/2025,C039,P008,W2,49,Ground,In Transit,,,,0
O-00448,3/29/2025,C010,P010,W1,25,Air,In Transit,,,,0
O-00449,5/19/2025,C059,P002,W3,1,Ground,In Transit,,,,0
O-00450,1/18/2025,C048,P005,W2,42,Ground,Pending,,,,0
O-00451,5/9/2025,C003,P006,W3,30,Freight,In Transit,,,,0
O-00452,4/12/2025,C052,P011,W1,85,Ground,In Transit,,,,0
O-00453,1/23/2025,C050,P005,W3,29,Air,Delivered,1/25/2025,2,,0
O-00454,2/21/2025,C098,P009,W2,58,Freight,Delivered,2/23/2025,2,,0
O-00455,3/2/2025,C030,P001,W1,35,Air,In Transit,,,,0
O-00456,1/1/2025,C030,P005,W3,97,Ground,Pending,,,,0
O-00457,6/15/2025,C002,P008,W1,77,Ground,Delivered,6/19/2025,4,,0
O-00458,4/12/2025,C089,P013,W2,46,Ground,In Transit,,,,0
O-00459,1/15/2025,C006,P003,W3,26,Air,In Transit,,,,0
O-00460,3/11/2025,C015,P006,W3,10,Air,In Transit,,,,0
O-00461,3/4/2025,C014,P003,W1,63,Ground,In Transit,,,,0
O-00462,4/16/2025,C062,P010,W2,16,Freight,Pending,,,,0
O-00463,2/14/2025,C071,P004,W3,44,Freight,Delivered,2/18/2025,4,,0
O-00464,1/31/2025,C011,P004,W2,36,Air,Pending,,,,0
O-00465,6/9/2025,C083,P002,W3,39,Air,Pending,,,,0
O-00466,2/25/2025,C067,P006,W2,53,Air,Delivered,3/3/2025,6,,0
O-00467,1/19/2025,C076,P011,W3,88,Freight,Delivered,1/25/2025,6,,0
O-00468,1/25/2025,C063,P011,W1,22,Air,In Transit,,,,0
O-00469,5/27/2025,C099,P002,W3,84,Ground,Delivered,5/30/2025,3,,0
O-00470,4/7/2025,C074,P004,W3,8,Freight,Delivered,4/13/2025,6,,0
O-00471,3/25/2025,C040,P015,W3,14,Ground,Pending,,,,0
O-00472,1/15/2025,C048,P013,W2,82,Ground,In Transit,,,,0
O-00473,3/14/2025,C010,P002,W3,60,Ground,Delivered,3/18/2025,4,,0
O-00474,3/8/2025,C018,P008,W1,51,Ground,Pending,,,,0
O-00475,5/12/2025,C040,P013,W3,86,Air,In Transit,,,,0
O-00476,1/8/2025,C094,P010,W3,46,Freight,Delivered,1/14/2025,6,,0
O-00477,5/7/2025,C004,P006,W1,64,Air,In Transit,,,,0
O-00478,1/5/2025,C086,P012,W3,92,Ground,Delivered,1/9/2025,4,,0
O-00479,6/29/2025,C012,P011,W3,72,Freight,In Transit,,,,0
O-00480,4/15/2025,C056,P002,W3,86,Freight,Delivered,4/18/2025,3,,0
O-00481,5/6/2025,C070,P014,W1,50,Ground,Pending,,,,0
O-00482,1/22/2025,C045,P013,W3,77,Air,Delivered,1/28/2025,6,,0
O-00483,6/12/2025,C073,P006,W1,45,Freight,Delivered,6/17/2025,5,,0
O-00484,6/11/2025,C062,P015,W2,82,Air,Delivered,6/14/2025,3,,0
O-00485,2/1/2025,C049,P015,W2,1,Air,Delivered,2/5/2025,4,,0
O-00486,6/10/2025,C091,P013,W2,54,Air,Pending,,,,0
O-00487,3/23/2025,C064,P013,W2,36,Air,In Transit,,,,0
O-00488,4/13/2025,C086,P009,W2,11,Air,In Transit,,,,0
O-00489,2/16/2025,C080,P001,W1,85,Freight,In Transit,,,,0
O-00490,1/9/2025,C074,P013,W2,28,Ground,In Transit,,,,0
O-00491,4/25/2025,C055,P005,W2,86,Ground,In Transit,,,,0
O-00492,4/5/2025,C063,P012,W3,81,Air,Pending,,,,0
O-00493,4/30/2025,C077,P009,W3,86,Air,Pending,,,,0
O-00494,3/13/2025,C031,P006,W3,81,Freight,Delivered,3/20/2025,7,,0
O-00495,6/8/2025,C032,P012,W1,79,Air,Pending,,,,0
O-00496,1/30/2025,C025,P008,W2,96,Ground,In Transit,,,,0
O-00497,2/19/2025,C026,P001,W2,88,Ground,Delivered,2/22/2025,3,,0
O-00498,5/22/2025,C082,P015,W3,78,Air,Pending,,,,0
O-00499,3/30/2025,C047,P014,W3,56,Freight,Pending,,,,0
O-00500,3/26/2025,C008,P009,W1,80,Freight,Pending,,,,0
O-00501,6/27/2025,C027,P011,W1,55,Freight,Pending,,,,0
O-00502,3/1/2025,C079,P011,W3,27,Ground,In Transit,,,,0
O-00503,2/2/2025,C005,P005,W3,68,Ground,In Transit,,,,0
O-00504,3/2/2025,C022,P005,W1,57,Air,Pending,,,,0
O-00505,5/1/2025,C090,P010,W1,28,Air,In Transit,,,,0
O-00506,5/11/2025,C086,P011,W2,76,Air,Pending,,,,0
O-00507,3/14/2025,C038,P009,W1,76,Air,Pending,,,,0
O-00508,5/22/2025,C039,P003,W3,60,Freight,Delivered,5/28/2025,6,,0
O-00509,6/1/2025,C089,P011,W2,37,Ground,In Transit,,,,0
O-00510,1/9/2025,C096,P007,W3,100,Freight,Delivered,1/15/2025,6,,0
O-00511,1/31/2025,C065,P007,W2,17,Freight,Pending,,,,0
O-00512,3/25/2025,C003,P006,W1,41,Freight,Pending,,,,0
O-00513,4/19/2025,C068,P004,W1,68,Ground,Pending,,,,0
O-00514,1/20/2025,C078,P011,W2,95,Freight,Delivered,1/22/2025,2,,0
O-00515,5/30/2025,C014,P009,W2,49,Freight,Pending,,,,0
O-00516,3/25/2025,C065,P003,W3,16,Freight,In Transit,,,,0
O-00517,5/9/2025,C074,P015,W1,5,Air,In Transit,,,,0
O-00518,5/8/2025,C100,P003,W1,100,Freight,Delivered,5/15/2025,7,,0
O-00519,1/18/2025,C037,P008,W1,16,Freight,In Transit,,,,0
O-00520,4/6/2025,C017,P014,W1,55,Air,Pending,,,,0
O-00521,6/18/2025,C026,P008,W3,11,Ground,Delivered,6/20/2025,2,,0
O-00522,3/23/2025,C053,P003,W2,23,Freight,In Transit,,,,0
O-00523,4/12/2025,C088,P014,W3,47,Air,Delivered,4/15/2025,3,,0
O-00524,3/23/2025,C035,P010,W3,54,Freight,Delivered,3/25/2025,2,,0
O-00525,4/1/2025,C021,P002,W3,43,Freight,Pending,,,,0
O-00526,1/28/2025,C001,P008,W3,5,Freight,In Transit,,,,0
O-00527,1/22/2025,C062,P005,W1,12,Freight,In Transit,,,,0
O-00528,5/23/2025,C007,P010,W3,34,Freight,Pending,,,,0
O-00529,3/31/2025,C020,P009,W1,90,Air,Delivered,4/2/2025,2,,0
O-00530,1/21/2025,C091,P015,W3,52,Air,Delivered,1/26/2025,5,,0
O-00531,3/4/2025,C100,P009,W3,94,Freight,In Transit,,,,0
O-00532,4/2/2025,C031,P013,W1,99,Air,In Transit,,,,0
O-00533,3/9/2025,C033,P012,W3,13,Ground,In Transit,,,,0
O-00534,4/16/2025,C009,P004,W3,95,Freight,Delivered,4/18/2025,2,,0
O-00535,4/19/2025,C022,P011,W2,98,Air,Delivered,4/23/2025,4,,0
O-00536,2/25/2025,C014,P001,W3,38,Air,Pending,,,,0
O-00537,5/20/2025,C020,P006,W3,55,Ground,Pending,,,,0
O-00538,3/23/2025,C080,P002,W3,80,Freight,Pending,,,,0
O-00539,3/1/2025,C082,P001,W2,92,Air,Delivered,3/6/2025,5,,0
O-00540,6/2/2025,C069,P002,W1,42,Ground,Delivered,6/9/2025,7,,0
O-00541,5/26/2025,C020,P003,W1,98,Air,Delivered,5/31/2025,5,,0
O-00542,5/6/2025,C079,P010,W2,97,Freight,Delivered,5/13/2025,7,,0
O-00543,1/2/2025,C091,P009,W1,52,Ground,In Transit,,,,0
O-00544,5/11/2025,C078,P011,W1,62,Freight,Pending,,,,0
O-00545,3/16/2025,C035,P013,W1,83,Freight,Delivered,3/21/2025,5,,0
O-00546,2/9/2025,C087,P003,W2,75,Ground,Pending,,,,0
O-00547,4/20/2025,C039,P011,W1,55,Ground,Delivered,4/24/2025,4,,0
O-00548,4/12/2025,C075,P002,W1,10,Air,In Transit,,,,0
O-00549,4/10/2025,C011,P005,W2,18,Air,Delivered,4/12/2025,2,,0
O-00550,2/8/2025,C049,P008,W1,37,Freight,Delivered,2/15/2025,7,,0
O-00551,6/10/2025,C062,P008,W1,54,Air,Delivered,6/17/2025,7,,0
O-00552,1/21/2025,C007,P003,W3,27,Ground,Pending,,,,0
O-00553,4/7/2025,C028,P008,W2,88,Ground,Delivered,4/13/2025,6,,0
O-00554,4/24/2025,C041,P003,W1,33,Ground,In Transit,,,,0
O-00555,6/6/2025,C032,P005,W1,1,Ground,In Transit,,,,0
O-00556,3/6/2025,C015,P008,W2,88,Freight,Delivered,3/9/2025,3,,0
O-00557,2/17/2025,C095,P006,W2,6,Ground,Delivered,2/23/2025,6,,0
O-00558,4/6/2025,C070,P003,W2,57,Air,Pending,,,,0
O-00559,5/7/2025,C001,P007,W2,54,Ground,Delivered,5/14/2025,7,,0
O-00560,1/23/2025,C025,P015,W3,17,Ground,Delivered,1/25/2025,2,,0
O-00561,4/1/2025,C030,P008,W2,88,Ground,Delivered,4/5/2025,4,,0
O-00562,1/22/2025,C019,P008,W3,27,Ground,Delivered,1/29/2025,7,,0
O-00563,5/2/2025,C045,P001,W1,48,Freight,Pending,,,,0
O-00564,1/16/2025,C087,P012,W1,100,Air,Delivered,1/22/2025,6,,0
O-00565,4/16/2025,C018,P006,W2,7,Freight,Pending,,,,0
O-00566,4/24/2025,C085,P001,W3,77,Air,Delivered,4/30/2025,6,,0
O-00567,2/27/2025,C090,P001,W2,12,Air,Delivered,3/2/2025,3,,0
O-00568,5/14/2025,C096,P011,W3,27,Air,Delivered,5/19/2025,5,,0
O-00569,2/19/2025,C082,P001,W2,1,Ground,In Transit,,,,0
O-00570,3/1/2025,C076,P004,W1,25,Ground,Delivered,3/6/2025,5,,0
O-00571,4/3/2025,C023,P015,W3,82,Air,In Transit,,,,0
O-00572,1/19/2025,C068,P010,W1,55,Freight,In Transit,,,,0
O-00573,1/17/2025,C052,P006,W3,58,Freight,Pending,,,,0
O-00574,1/30/2025,C071,P003,W3,87,Air,Delivered,2/4/2025,5,,0
O-00575,3/22/2025,C076,P008,W1,3,Freight,Delivered,3/27/2025,5,,0
O-00576,5/2/2025,C052,P001,W2,41,Air,Pending,,,,0
O-00577,4/17/2025,C012,P008,W1,19,Ground,Pending,,,,0
O-00578,5/28/2025,C043,P006,W2,6,Ground,Pending,,,,0
O-00579,3/13/2025,C029,P003,W3,38,Freight,Delivered,3/19/2025,6,,0
O-00580,6/29/2025,C093,P008,W1,12,Freight,In Transit,,,,0
O-00581,3/12/2025,C058,P004,W1,12,Ground,Pending,,,,0
O-00582,6/23/2025,C034,P001,W2,49,Air,In Transit,,,,0
O-00583,5/30/2025,C043,P014,W3,18,Freight,In Transit,,,,0
O-00584,5/15/2025,C063,P013,W3,90,Air,Pending,,,,0
O-00585,4/10/2025,C032,P012,W1,16,Ground,Delivered,4/17/2025,7,,0
O-00586,4/7/2025,C088,P012,W1,80,Ground,In Transit,,,,0
O-00587,1/9/2025,C098,P013,W2,73,Air,Delivered,1/15/2025,6,,0
O-00588,5/8/2025,C034,P013,W2,85,Freight,Pending,,,,0
O-00589,5/29/2025,C059,P003,W1,7,Air,Pending,,,,0
O-00590,2/20/2025,C090,P004,W2,39,Freight,In Transit,,,,0
O-00591,5/18/2025,C021,P001,W1,20,Air,Pending,,,,0
O-00592,6/15/2025,C088,P008,W1,39,Freight,Pending,,,,0
O-00593,6/11/2025,C088,P014,W1,71,Freight,Delivered,6/13/2025,2,,0
O-00594,1/1/2025,C014,P012,W3,21,Air,In Transit,,,,0
O-00595,2/14/2025,C076,P004,W1,55,Ground,Pending,,,,0
O-00596,3/24/2025,C003,P002,W1,29,Air,Delivered,3/26/2025,2,,0
O-00597,6/2/2025,C066,P015,W1,22,Freight,In Transit,,,,0
O-00598,1/4/2025,C040,P002,W1,48,Ground,In Transit,,,,0
O-00599,5/9/2025,C040,P010,W2,21,Ground,In Transit,,,,0
O-00600,2/4/2025,C017,P014,W3,19,Air,In Transit,,,,0
O-00601,5/7/2025,C095,P002,W2,41,Ground,Pending,,,,0
O-00602,4/4/2025,C054,P010,W3,70,Freight,Pending,,,,0
O-00603,6/6/2025,C078,P008,W3,24,Ground,In Transit,,,,0
O-00604,3/13/2025,C029,P009,W2,55,Freight,In Transit,,,,0
O-00605,5/11/2025,C097,P015,W3,22,Freight,Delivered,5/17/2025,6,,0
O-00606,6/19/2025,C092,P010,W3,58,Ground,Delivered,6/24/2025,5,,0
O-00607,5/29/2025,C052,P004,W2,66,Freight,Pending,,,,0
O-00608,1/24/2025,C052,P010,W1,55,Air,Pending,,,,0
O-00609,4/12/2025,C076,P014,W1,27,Air,Delivered,4/17/2025,5,,0
O-00610,6/22/2025,C038,P001,W2,17,Air,Pending,,,,0
O-00611,3/6/2025,C017,P012,W3,73,Air,In Transit,,,,0
O-00612,4/26/2025,C005,P013,W3,30,Ground,In Transit,,,,0
O-00613,4/27/2025,C059,P014,W1,15,Freight,Delivered,5/2/2025,5,,0
O-00614,1/22/2025,C047,P015,W2,51,Freight,In Transit,,,,0
O-00615,2/15/2025,C079,P011,W2,72,Ground,In Transit,,,,0
O-00616,4/16/2025,C037,P013,W2,26,Ground,Delivered,4/23/2025,7,,0
O-00617,5/22/2025,C053,P006,W3,18,Air,Pending,,,,0
O-00618,6/9/2025,C055,P001,W1,9,Freight,In Transit,,,,0
O-00619,4/21/2025,C071,P005,W1,51,Air,In Transit,,,,0
O-00620,6/10/2025,C084,P002,W2,20,Freight,Delivered,6/13/2025,3,,0
O-00621,5/10/2025,C055,P014,W3,24,Freight,In Transit,,,,0
O-00622,5/20/2025,C068,P012,W1,68,Air,Pending,,,,0
O-00623,2/27/2025,C083,P008,W3,91,Ground,Pending,,,,0
O-00624,1/3/2025,C066,P006,W2,61,Air,Pending,,,,0
O-00625,2/8/2025,C098,P001,W2,65,Air,In Transit,,,,0
O-00626,5/16/2025,C040,P002,W3,14,Ground,Pending,,,,0
O-00627,1/9/2025,C021,P002,W1,19,Ground,Delivered,1/11/2025,2,,0
O-00628,4/3/2025,C091,P014,W2,59,Freight,Pending,,,,0
O-00629,4/22/2025,C041,P001,W1,73,Freight,Delivered,4/29/2025,7,,0
O-00630,1/19/2025,C094,P008,W1,14,Ground,Delivered,1/22/2025,3,,0
O-00631,3/23/2025,C006,P004,W1,33,Air,Delivered,3/28/2025,5,,0
O-00632,4/22/2025,C084,P005,W3,100,Air,In Transit,,,,0
O-00633,2/27/2025,C045,P006,W2,84,Ground,In Transit,,,,0
O-00634,1/3/2025,C098,P003,W3,70,Ground,Delivered,1/5/2025,2,,0
O-00635,2/24/2025,C077,P004,W1,92,Freight,Pending,,,,0
O-00636,6/23/2025,C059,P015,W1,12,Ground,Pending,,,,0
O-00637,6/12/2025,C079,P014,W2,55,Ground,Delivered,6/16/2025,4,,0
O-00638,3/4/2025,C048,P012,W3,50,Air,Delivered,3/9/2025,5,,0
O-00639,5/21/2025,C001,P010,W2,28,Air,In Transit,,,,0
O-00640,4/22/2025,C074,P013,W3,65,Air,In Transit,,,,0
O-00641,1/28/2025,C013,P015,W2,76,Ground,Delivered,2/3/2025,6,,0
O-00642,4/17/2025,C020,P006,W3,89,Air,Delivered,4/20/2025,3,,0
O-00643,5/25/2025,C088,P009,W1,92,Air,In Transit,,,,0
O-00644,5/20/2025,C070,P008,W2,65,Freight,Delivered,5/27/2025,7,,0
O-00645,2/27/2025,C077,P001,W3,83,Air,Pending,,,,0
O-00646,5/5/2025,C037,P007,W2,93,Air,Delivered,5/11/2025,6,,0
O-00647,6/29/2025,C053,P007,W1,12,Ground,In Transit,,,,0
O-00648,5/26/2025,C045,P004,W2,8,Freight,In Transit,,,,0
O-00649,2/21/2025,C004,P001,W2,18,Freight,Delivered,2/27/2025,6,,0
O-00650,6/29/2025,C009,P004,W1,92,Ground,Pending,,,,0
O-00651,6/14/2025,C069,P002,W2,94,Ground,Pending,,,,0
O-00652,3/14/2025,C021,P008,W1,34,Freight,Delivered,3/19/2025,5,,0
O-00653,1/17/2025,C070,P002,W2,97,Air,Pending,,,,0
O-00654,5/14/2025,C019,P007,W3,14,Air,Pending,,,,0
O-00655,6/21/2025,C049,P011,W2,43,Freight,In Transit,,,,0
O-00656,4/26/2025,C047,P015,W2,65,Air,In Transit,,,,0
O-00657,5/9/2025,C083,P010,W2,28,Ground,In Transit,,,,0
O-00658,6/27/2025,C061,P006,W2,95,Ground,Pending,,,,0
O-00659,5/5/2025,C030,P005,W1,36,Air,Pending,,,,0
O-00660,3/13/2025,C009,P013,W2,59,Air,In Transit,,,,0
O-00661,4/21/2025,C001,P003,W2,64,Freight,Delivered,4/26/2025,5,,0
O-00662,5/21/2025,C068,P004,W1,92,Freight,Delivered,5/27/2025,6,,0
O-00663,5/5/2025,C072,P015,W2,55,Air,Delivered,5/8/2025,3,,0
O-00664,2/25/2025,C012,P006,W3,77,Air,Pending,,,,0
O-00665,1/6/2025,C010,P004,W2,47,Air,In Transit,,,,0
O-00666,5/27/2025,C025,P005,W2,2,Freight,In Transit,,,,0
O-00667,4/21/2025,C016,P005,W1,85,Air,Delivered,4/28/2025,7,,0
O-00668,2/16/2025,C031,P014,W3,31,Freight,In Transit,,,,0
O-00669,1/30/2025,C050,P005,W2,81,Ground,Delivered,2/1/2025,2,,0
O-00670,2/15/2025,C002,P004,W3,9,Air,Delivered,2/22/2025,7,,0
O-00671,5/28/2025,C073,P002,W2,91,Ground,Delivered,5/30/2025,2,,0
O-00672,4/7/2025,C010,P007,W1,55,Ground,Delivered,4/10/2025,3,,0
O-00673,6/6/2025,C081,P008,W3,100,Air,In Transit,,,,0
O-00674,3/14/2025,C048,P008,W3,24,Ground,Delivered,3/17/2025,3,,0
O-00675,1/18/2025,C048,P006,W3,6,Ground,Pending,,,,0
O-00676,5/6/2025,C071,P005,W2,35,Freight,Pending,,,,0
O-00677,1/13/2025,C021,P005,W2,92,Freight,Delivered,1/17/2025,4,,0
O-00678,5/6/2025,C019,P015,W1,83,Freight,Pending,,,,0
O-00679,4/5/2025,C089,P009,W1,34,Freight,In Transit,,,,0
O-00680,6/1/2025,C052,P014,W3,95,Ground,In Transit,,,,0
O-00681,3/11/2025,C025,P009,W2,28,Air,Pending,,,,0
O-00682,1/21/2025,C030,P015,W3,84,Freight,In Transit,,,,0
O-00683,6/17/2025,C065,P012,W3,77,Ground,In Transit,,,,0
O-00684,1/29/2025,C086,P013,W2,71,Ground,In Transit,,,,0
O-00685,2/13/2025,C095,P004,W2,98,Air,In Transit,,,,0
O-00686,5/4/2025,C069,P002,W1,75,Air,Pending,,,,0
O-00687,6/18/2025,C069,P013,W3,87,Air,Delivered,6/21/2025,3,,0
O-00688,1/20/2025,C095,P005,W3,26,Air,In Transit,,,,0
O-00689,1/8/2025,C042,P005,W3,69,Ground,Pending,,,,0
O-00690,6/17/2025,C067,P009,W3,49,Freight,Pending,,,,0
O-00691,1/14/2025,C063,P006,W3,40,Freight,Pending,,,,0
O-00692,2/5/2025,C003,P008,W1,75,Ground,Delivered,2/9/2025,4,,0
O-00693,2/10/2025,C076,P011,W3,8,Ground,Delivered,2/12/2025,2,,0
O-00694,6/28/2025,C002,P001,W1,69,Ground,Pending,,,,0
O-00695,6/3/2025,C050,P009,W3,52,Ground,Pending,,,,0
O-00696,3/12/2025,C056,P014,W1,46,Ground,Pending,,,,0
O-00697,3/4/2025,C058,P013,W2,25,Freight,In Transit,,,,0
O-00698,1/11/2025,C025,P006,W1,89,Air,Pending,,,,0
O-00699,2/3/2025,C092,P004,W2,47,Ground,Pending,,,,0
O-00700,4/20/2025,C009,P002,W3,33,Air,Pending,,,,0
O-00701,3/18/2025,C048,P014,W3,95,Freight,In Transit,,,,0
O-00702,1/8/2025,C050,P013,W2,65,Freight,In Transit,,,,0
O-00703,3/22/2025,C037,P001,W1,18,Ground,In Transit,,,,0
O-00704,6/2/2025,C012,P012,W1,32,Ground,Delivered,6/8/2025,6,,0
O-00705,5/15/2025,C086,P008,W1,7,Air,Delivered,5/21/2025,6,,0
O-00706,3/1/2025,C049,P006,W3,22,Air,Delivered,3/8/2025,7,,0
O-00707,6/1/2025,C080,P003,W3,20,Air,In Transit,,,,0
O-00708,3/23/2025,C086,P006,W1,4,Ground,Pending,,,,0
O-00709,6/8/2025,C011,P015,W1,27,Ground,Pending,,,,0
O-00710,2/22/2025,C046,P002,W3,76,Air,In Transit,,,,0
O-00711,6/24/2025,C085,P007,W1,71,Ground,Delivered,6/27/2025,3,,0
O-00712,6/28/2025,C028,P007,W2,26,Air,In Transit,,,,0
O-00713,1/5/2025,C045,P002,W1,20,Air,Pending,,,,0
O-00714,6/16/2025,C002,P007,W2,50,Air,Delivered,6/22/2025,6,,0
